gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,GO.Focus.function,Percent_in_cells
TNFRSF10A,-0.843643911,3.054614246,-1.661693889,0.099446574,0.298104679,-4.934735122,NA,0.004426955
TNK2-AS1,1.203182622,0.474471441,1.661469365,0.099491731,0.298104679,-4.866651301,NA,0.001475652
SOX18,1.260327599,-0.207244794,1.66125239,0.099535386,0.298197969,-4.828721167,Development (differentiation),0
AFG3L2,-0.555706608,5.730985585,-1.660928416,0.099600598,0.298361963,-5.34403485,NA,0.055582882
ERP44,-0.395101516,6.370645412,-1.660632938,0.099660104,0.298484379,-5.440785816,Metabolism (other),0.098868667
RBPMS-AS1,0.975143577,1.307289671,1.660621459,0.099662416,0.298484379,-4.915161769,NA,0.004426955
AL139351.2,1.186920802,-0.048815758,1.660312922,0.099724584,0.298639176,-4.843676679,NA,0.000491884
AC132825.3,1.031531634,0.691891516,1.660203024,0.099746735,0.298674118,-4.877856788,NA,0.001475652
AL033504.1,-0.888199802,4.313570782,-1.659987626,0.099790163,0.298772753,-5.052626194,NA,0.014264634
OR2T12,1.096378398,0.339301602,1.659727027,0.099842724,0.298898711,-4.852481719,NA,0.000983768
AC099343.4,1.000176919,1.427209046,1.65933116,0.09992261,0.298949394,-4.925609136,NA,0.005410723
LEPROT,-0.671828732,4.71993581,-1.659332259,0.099922388,0.298949394,-5.173726178,NA,0.02508608
PDGFB,-1.373671299,3.27571975,-1.659513447,0.099885818,0.298949394,-4.961948907,Development (differentiation),0.003935071
VSTM2A,1.312385423,-0.282990093,1.65955693,0.099877043,0.298949394,-4.830891631,NA,0
Z98885.2,1.079968647,0.612821492,1.659360551,0.099916677,0.298949394,-4.862467174,NA,0.001967536
ZC2HC1C,0.732014348,2.784612983,1.65941073,0.099906548,0.298949394,-5.073175503,NA,0.014264634
L3MBTL4-AS1,1.181772673,-0.146558654,1.659061096,0.099977139,0.299081129,-4.83248387,NA,0
AL590608.1,1.213649506,-0.031056703,1.659009025,0.099987655,0.299081186,-4.845840138,NA,0.000491884
ACBD3-AS1,1.130372632,-0.171249194,1.658575029,0.100075342,0.29928063,-4.832985328,NA,0
LINC02494,1.132855739,0.585643539,1.658615192,0.100067224,0.29928063,-4.876751409,NA,0.001967536
AC008798.2,1.080984325,0.200174889,1.658465766,0.100097428,0.299315261,-4.847557693,NA,0.000491884
