gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,GO.Focus.function,Percent_in_cells
AC010618.3,-1.032396194,4.921703083,-2.882482436,0.004753366,0.048263772,-2.828372478,NA,0.021400515
ANXA6,-0.895088313,5.952647303,-2.882089765,0.004758867,0.048302418,-3.039762026,NA,0.04970879
AP000446.1,-0.832073382,4.982081662,-2.881855143,0.004762157,0.048318597,-2.887591915,NA,0.025193011
MEGF10,-1.301902218,4.156817343,-2.881639793,0.004765179,0.048332043,-2.735877432,NA,0.010293918
STRADB,-0.923821609,3.970426858,-2.881486518,0.00476733,0.048336659,-2.706558871,Development (apoptosis),0.01205472
SLC44A2,0.718244641,5.537542406,2.88062253,0.004779476,0.048442561,-3.168500804,Transport,0.099417581
ARMC9,-1.025346215,7.134489922,-2.880068156,0.004787283,0.048504442,-3.197690384,NA,0.104970879
AC007773.1,-1.726653751,2.160171813,-2.879562933,0.004794409,0.048559372,-2.421785908,NA,0.001489909
AC092691.1,-1.336004013,4.936597659,-2.878606482,0.004807926,0.048678968,-2.861267026,NA,0.019097928
EPM2AIP1,-0.888266999,5.441991992,-2.877643428,0.004821571,0.048783776,-2.959553372,Metabolism (other),0.0365705
KLRF1,1.541910015,0.194536119,2.8776342,0.004821702,0.048783776,-2.504230885,NA,0.003521604
ZFHX3,-0.879381674,9.107221379,-2.877441994,0.00482443,0.048794046,-3.665333073,NA,0.303128809
KMT5C,-1.21554368,3.243726302,-2.875872578,0.004846755,0.048998457,-2.600618666,NA,0.006095083
MTRES1,-0.780672423,4.819677788,-2.875779612,0.00484808,0.048998457,-2.856711439,NA,0.024922118
UBA3,-0.686056515,5.607376132,-2.875316547,0.004854687,0.049047832,-3.019249503,Metabolism (other),0.048760666
EIF4E3,-0.794764527,4.524302859,-2.874909574,0.0048605,0.049089158,-2.828357057,NA,0.02085873
PCDHGA1,-1.412302499,2.111782995,-2.874757983,0.004862667,0.049093641,-2.464920461,Development (differentiation),0.001760802
PIK3CG,1.082894864,2.038032679,2.87462054,0.004864633,0.049096087,-2.689186828,Metabolism (other),0.010835704
INTS7,-0.622381226,5.320655584,-2.873807921,0.004876269,0.049196096,-2.981913173,NA,0.036976839
TBC1D22A,0.462229132,8.264199581,2.87224006,0.004898791,0.049405827,-3.730367873,NA,0.352431261
AC123768.3,-1.259379794,2.291651118,-2.872045346,0.004901595,0.049407025,-2.495402919,NA,0.002708926
SPTBN5,1.329167761,1.304053529,2.87199096,0.004902378,0.049407025,-2.640367377,NA,0.00988758
LRRC58,-0.637072255,5.023658368,-2.871748242,0.004905876,0.04940732,-2.942654097,NA,0.032236218
RBM41,-0.62402888,5.864523108,-2.871784441,0.004905354,0.04940732,-3.089082974,NA,0.058241907
COLEC12,-1.74673165,7.467785245,-2.871332637,0.00491187,0.049415285,-3.183718986,Inflammation/Immune/Stress/Toxic/Detox,0.096844101
DCAF10,-0.621123338,6.729098478,-2.871430031,0.004910465,0.049415285,-3.223168112,NA,0.094270622
SLC25A34-AS1,1.5803745,0.130787759,2.871527536,0.004909058,0.049415285,-2.533395878,NA,0.003386157
N4BP2,-0.592175189,5.98685927,-2.870940732,0.004917528,0.049454748,-3.086339584,NA,0.058377353
STAT3,0.679682167,8.228660583,2.870584051,0.004922683,0.049489123,-3.759525973,Inflammation/Immune/Stress/Toxic/Detox,0.370445618
BBS1,-0.882861728,5.003762225,-2.869845972,0.004933367,0.049561547,-2.914969327,Cilia,0.028579168
KCTD9,0.537539854,4.934807561,2.869951425,0.004931839,0.049561547,-3.104136257,NA,0.056616552
SUN1,0.404315965,6.365043444,2.869191464,0.004942858,0.049639395,-3.297529349,NA,0.146552892
