gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,GO.Focus.function,Percent_in_cells
BABAM1,0.441696463,6.814549909,2.465147173,0.016847258,0.061167859,-3.907130464,NA,0.160240964
GGNBP2,0.407668608,7.098792652,2.465090757,0.01684964,0.061167859,-3.895547642,NA,0.162650602
APLNR,0.74799123,6.370059341,2.46282805,0.016945441,0.061479494,-3.891201405,NA,0.069879518
IFITM1,-0.692585064,7.537841023,-2.461995743,0.016980803,0.061571615,-3.918508635,Inflammation/Immune/Stress/Toxic/Detox,0.074698795
SNHG11,0.6351698,5.626917849,2.460925492,0.017026373,0.061700618,-3.944518317,NA,0.065060241
MAGED2,0.736657694,7.647371454,2.460267501,0.017054444,0.061766095,-3.894306577,NA,0.208433735
AREL1,0.483969982,6.701514659,2.458268019,0.017140001,0.062039571,-3.918508783,NA,0.121686747
LEPROT,0.524439241,6.940883229,2.457067608,0.017191552,0.06218971,-3.907958846,NA,0.130120482
ATM,0.47869879,6.66453773,2.456465311,0.01721747,0.062210578,-3.933357791,Metabolism (other),0.142168675
VMP1,-0.659860221,7.674199184,-2.456585788,0.017212283,0.062210578,-3.934706047,NA,0.125301205
LANCL2,0.566101898,6.855903199,2.454805126,0.017289093,0.062432837,-3.919133404,NA,0.138554217
RASGRP3,0.477497556,6.930662347,2.451740856,0.017421996,0.062875995,-3.937871521,NA,0.202409639
IL17RE,0.486329322,6.532674877,2.451364959,0.017438363,0.0628983,-3.932173999,Inflammation/Immune/Stress/Toxic/Detox,0.086746988
PNOC,0.528088883,6.885258623,2.44993581,0.017500714,0.063058354,-3.923696655,NA,0.108433735
WASHC4,0.578426279,6.860613805,2.449879828,0.017503161,0.063058354,-3.928457181,NA,0.13373494
BIRC7,0.610223195,6.707081033,2.448915617,0.017545347,0.063173478,-3.926405638,NA,0.092771084
PRDX6,0.526048141,7.478120666,2.448477783,0.017564533,0.063205705,-3.922240167,Metabolism (other),0.191566265
